"site","year","dist","rdtype","standsz","n7","n6","n5","n4","n3","n2","n1","n0","s7","s6","s5","s4","s3","s2","s1","s0","e7","e6","e5","e4","e3","e2","e1","e0","w7","w6","w5","w4","w3","w2","w1","w0","canopyhht","treeden","shrubden","highcancov","dechigh","subcancov","decsubc","undercov","decund","grcov","treesp1","treesp2","treesp3","treesp4","treesp5","shrubsp1","shrubsp2","shrubsp3","shrubsp4","shrubsp5","special1","special2","special3","topogr","date","obs"
918,1994,200.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,3.00,5.00,80.00,30.00,10.00,50.00,80.00,100.00,70.00,125.00,129.00,746.00,833.00,,22.00,,,,,,,,,,
918,1995,100.00,2.00,113.00,0.00,40.00,50.00,40.00,20.00,60.00,70.00,30.00,0.00,50.00,70.00,20.00,40.00,60.00,70.00,40.00,0.00,40.00,70.00,30.00,20.00,60.00,40.00,50.00,0.00,20.00,70.00,50.00,30.00,70.00,80.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1992,100.00,,113.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,3.00,2.00,2.00,2.00,,1.00,,3.00,125.00,129.00,316.00,746.00,,22.00,74.00,6.00,,,4.00,,,5.00,,
919,1993,150.00,2.00,113.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,3.00,1.00,1.00,3.00,3.00,3.00,3.00,125.00,746.00,318.00,,,22.00,833.00,318.00,,,2.00,3.00,4.00,5.00,,
919,1994,200.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,4.00,90.00,60.00,20.00,90.00,80.00,100.00,70.00,318.00,125.00,105.00,,,22.00,,,,,,,,,,
919,1995,100.00,2.00,113.00,0.00,50.00,80.00,60.00,30.00,50.00,50.00,50.00,0.00,30.00,80.00,70.00,40.00,80.00,70.00,40.00,0.00,40.00,80.00,70.00,40.00,50.00,40.00,50.00,0.00,40.00,70.00,50.00,40.00,40.00,50.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1992,150.00,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,5.00,2.00,3.00,2.00,,3.00,,3.00,129.00,94.00,746.00,,,22.00,74.00,,,,5.00,,,5.00,,
920,1993,100.00,1.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,5.00,2.00,2.00,1.00,2.00,3.00,3.00,3.00,129.00,746.00,94.00,,,22.00,54.00,746.00,352.00,,2.00,3.00,4.00,4.00,,
920,1995,100.00,2.00,80.00,0.00,20.00,50.00,50.00,60.00,80.00,60.00,70.00,0.00,20.00,70.00,40.00,60.00,80.00,70.00,80.00,0.00,10.00,50.00,40.00,70.00,80.00,70.00,70.00,0.00,20.00,70.00,30.00,40.00,80.00,70.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1992,300.00,,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,2.00,4.00,2.00,1.00,1.00,,2.00,,3.00,125.00,129.00,746.00,105.00,,22.00,74.00,763.00,,,7.00,,,3.00,,
921,1993,500.00,1.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,3.00,3.00,2.00,2.00,1.00,3.00,2.00,3.00,3.00,129.00,105.00,746.00,,,22.00,746.00,74.00,54.00,,7.00,,,6.00,,
921,1994,300.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,4.00,60.00,40.00,10.00,100.00,80.00,100.00,90.00,129.00,125.00,746.00,,,22.00,,,,,,,,,,
921,1995,100.00,2.00,80.00,0.00,40.00,50.00,20.00,20.00,70.00,40.00,60.00,0.00,20.00,70.00,40.00,30.00,70.00,70.00,70.00,0.00,20.00,40.00,50.00,30.00,70.00,60.00,60.00,0.00,30.00,50.00,30.00,30.00,60.00,50.00,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1993,1000.00,1.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,5.00,2.00,3.00,1.00,2.00,3.00,3.00,3.00,746.00,129.00,763.00,,,22.00,54.00,51.00,,,2.00,4.00,7.00,6.00,,
922,1994,300.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,5.00,60.00,100.00,20.00,60.00,80.00,90.00,90.00,746.00,129.00,544.00,,,22.00,,,,,,,,,,
922,1995,100.00,3.00,80.00,0.00,0.00,40.00,20.00,20.00,80.00,70.00,90.00,0.00,20.00,70.00,50.00,40.00,80.00,70.00,80.00,0.00,20.00,60.00,70.00,50.00,70.00,60.00,90.00,0.00,20.00,50.00,30.00,40.00,80.00,60.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1992,100.00,,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,3.00,2.00,1.00,1.00,,3.00,,3.00,129.00,746.00,833.00,316.00,375.00,22.00,74.00,,,,,,,3.00,,
923,1993,100.00,2.00,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,5.00,2.00,2.00,1.00,3.00,3.00,3.00,3.00,129.00,746.00,318.00,105.00,125.00,22.00,746.00,74.00,318.00,,2.00,4.00,7.00,5.00,,
923,1994,200.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,5.00,30.00,70.00,50.00,100.00,90.00,100.00,80.00,318.00,129.00,746.00,125.00,833.00,22.00,,,,,,,,,,
923,1995,100.00,3.00,142.00,0.00,30.00,40.00,50.00,40.00,70.00,60.00,40.00,0.00,10.00,50.00,50.00,50.00,70.00,70.00,50.00,0.00,10.00,40.00,60.00,50.00,50.00,50.00,40.00,0.00,30.00,70.00,70.00,40.00,80.00,40.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1992,100.00,,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,4.00,1.00,1.00,2.00,,3.00,,3.00,125.00,129.00,316.00,746.00,,22.00,6.00,763.00,,,4.00,,,3.00,,
924,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,5.00,80.00,10.00,20.00,90.00,100.00,100.00,90.00,129.00,125.00,746.00,105.00,318.00,22.00,763.00,6.00,,,,,,,,
925,1992,350.00,,78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,5.00,1.00,2.00,1.00,,3.00,,3.00,125.00,129.00,746.00,375.00,,6.00,22.00,75.00,763.00,,7.00,,,3.00,,
925,1993,1000.00,1.00,78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,5.00,2.00,1.00,1.00,2.00,3.00,3.00,3.00,129.00,746.00,125.00,318.00,,77.00,22.00,763.00,833.00,,2.00,4.00,7.00,6.00,,
925,1994,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,5.00,80.00,40.00,10.00,80.00,90.00,90.00,90.00,129.00,746.00,125.00,,,22.00,,,,,,,,,,
925,1995,250.00,3.00,78.00,0.00,50.00,50.00,20.00,30.00,80.00,70.00,50.00,0.00,40.00,70.00,40.00,30.00,70.00,50.00,40.00,0.00,10.00,30.00,20.00,30.00,80.00,50.00,40.00,0.00,20.00,50.00,30.00,20.00,80.00,50.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
926,1992,400.00,,78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,4.00,1.00,2.00,1.00,,2.00,,3.00,129.00,746.00,762.00,,,22.00,75.00,55.00,352.00,,7.00,,,3.00,,
926,1993,1000.00,1.00,78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,4.00,2.00,1.00,0.00,,3.00,3.00,3.00,129.00,746.00,105.00,,,22.00,77.00,833.00,83.00,,2.00,4.00,5.00,6.00,,
926,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,3.00,4.00,70.00,30.00,10.00,10.00,90.00,100.00,90.00,125.00,129.00,746.00,105.00,,22.00,,,,,,,,,,
926,1995,100.00,3.00,78.00,0.00,10.00,40.00,30.00,40.00,70.00,60.00,80.00,0.00,10.00,40.00,80.00,70.00,70.00,50.00,70.00,0.00,20.00,70.00,80.00,30.00,50.00,40.00,70.00,0.00,20.00,70.00,80.00,30.00,70.00,40.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1992,300.00,,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,5.00,1.00,1.00,2.00,,3.00,,3.00,125.00,129.00,833.00,746.00,375.00,22.00,763.00,74.00,,,4.00,7.00,2.00,3.00,,
927,1993,350.00,2.00,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,5.00,2.00,2.00,1.00,2.00,3.00,3.00,3.00,129.00,746.00,125.00,823.00,763.00,22.00,51.00,77.00,74.00,,2.00,4.00,7.00,6.00,,
927,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,5.00,70.00,60.00,10.00,90.00,90.00,100.00,90.00,746.00,129.00,125.00,,,22.00,,,,,,,,,,
927,1995,300.00,3.00,142.00,0.00,20.00,50.00,20.00,30.00,80.00,70.00,40.00,0.00,20.00,50.00,40.00,50.00,80.00,50.00,60.00,0.00,20.00,70.00,50.00,50.00,80.00,40.00,50.00,0.00,20.00,70.00,40.00,40.00,70.00,70.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
928,1992,200.00,,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,3.00,2.00,1.00,2.00,,3.00,,3.00,125.00,129.00,316.00,375.00,,22.00,55.00,,,,4.00,,,3.00,,
928,1993,500.00,2.00,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,3.00,1.00,1.00,3.00,3.00,3.00,3.00,129.00,746.00,318.00,763.00,,22.00,77.00,316.00,,,2.00,3.00,4.00,6.00,,
928,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,4.00,80.00,50.00,20.00,90.00,90.00,100.00,90.00,129.00,318.00,125.00,746.00,,22.00,,,,,,,,,,
928,1995,250.00,3.00,142.00,0.00,40.00,70.00,60.00,50.00,60.00,40.00,60.00,0.00,20.00,60.00,70.00,30.00,80.00,60.00,70.00,0.00,20.00,50.00,50.00,50.00,70.00,60.00,80.00,0.00,40.00,80.00,80.00,50.00,60.00,40.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1992,100.00,,101.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,3.00,3.00,3.00,2.00,1.00,,2.00,,2.00,375.00,125.00,316.00,129.00,823.00,22.00,763.00,74.00,,,4.00,,,5.00,,
929,1993,100.00,2.00,101.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,3.00,2.00,1.00,2.00,3.00,3.00,3.00,375.00,125.00,318.00,746.00,,22.00,318.00,746.00,833.00,,2.00,3.00,4.00,6.00,,
929,1994,100.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,5.00,80.00,60.00,60.00,100.00,90.00,100.00,70.00,375.00,125.00,129.00,318.00,743.00,22.00,,,,,,,,,,
929,1995,25.00,1.00,101.00,0.00,20.00,60.00,60.00,70.00,80.00,90.00,70.00,0.00,10.00,60.00,60.00,70.00,60.00,80.00,60.00,0.00,10.00,60.00,60.00,80.00,90.00,90.00,70.00,0.00,10.00,70.00,60.00,70.00,90.00,80.00,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1992,100.00,,101.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,3.00,3.00,3.00,1.00,1.00,,2.00,,1.00,125.00,129.00,375.00,316.00,,22.00,24.00,,,,4.00,,,5.00,,
930,1993,100.00,2.00,101.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,4.00,4.00,3.00,2.00,1.00,3.00,3.00,3.00,3.00,129.00,746.00,318.00,375.00,125.00,22.00,318.00,74.00,51.00,,2.00,3.00,4.00,5.00,,
930,1994,150.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,5.00,80.00,60.00,60.00,100.00,90.00,100.00,70.00,375.00,125.00,129.00,318.00,743.00,22.00,,,,,,,,,,
930,1995,100.00,2.00,101.00,0.00,10.00,60.00,70.00,70.00,80.00,70.00,20.00,0.00,20.00,70.00,60.00,70.00,80.00,80.00,30.00,0.00,20.00,30.00,60.00,60.00,80.00,80.00,40.00,0.00,10.00,30.00,60.00,80.00,80.00,80.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1992,100.00,,101.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,3.00,4.00,2.00,1.00,1.00,,3.00,,2.00,125.00,129.00,375.00,316.00,,22.00,763.00,74.00,,,4.00,,,5.00,,
931,1993,150.00,2.00,101.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,4.00,4.00,2.00,1.00,1.00,2.00,3.00,3.00,3.00,125.00,129.00,318.00,746.00,375.00,22.00,763.00,318.00,77.00,833.00,2.00,3.00,4.00,5.00,,
931,1994,200.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,3.00,5.00,50.00,30.00,40.00,100.00,60.00,100.00,80.00,129.00,318.00,125.00,746.00,12.00,22.00,,,,,,,,,,
931,1995,100.00,2.00,101.00,0.00,20.00,50.00,60.00,70.00,90.00,80.00,20.00,0.00,20.00,60.00,80.00,90.00,90.00,90.00,30.00,0.00,20.00,60.00,80.00,70.00,90.00,80.00,80.00,0.00,30.00,50.00,70.00,80.00,90.00,80.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1992,100.00,,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,3.00,2.00,0.00,2.00,,1.00,,2.00,105.00,125.00,,,,22.00,76.00,6.00,34.00,,2.00,4.00,,5.00,,
932,1993,100.00,2.00,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,4.00,4.00,2.00,1.00,0.00,,3.00,3.00,3.00,105.00,125.00,746.00,,,22.00,833.00,318.00,74.00,746.00,2.00,3.00,4.00,5.00,,
932,1994,150.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,4.00,3.00,80.00,0.00,0.00,,40.00,100.00,80.00,105.00,125.00,129.00,,,22.00,,,,,,,,,,
932,1995,100.00,2.00,55.00,0.00,10.00,50.00,60.00,70.00,90.00,70.00,100.00,0.00,10.00,50.00,60.00,70.00,90.00,70.00,100.00,0.00,10.00,50.00,60.00,80.00,90.00,80.00,100.00,0.00,10.00,50.00,50.00,90.00,90.00,80.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1992,200.00,,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,3.00,2.00,1.00,1.00,,3.00,,2.00,105.00,743.00,,,,22.00,74.00,129.00,809.00,,4.00,,,5.00,,
933,1993,250.00,2.00,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,4.00,4.00,3.00,2.00,1.00,2.00,3.00,3.00,3.00,105.00,746.00,743.00,129.00,316.00,22.00,746.00,318.00,833.00,316.00,2.00,3.00,4.00,5.00,,
933,1994,200.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,3.00,10.00,100.00,70.00,0.00,80.00,100.00,90.00,105.00,746.00,125.00,318.00,833.00,22.00,,,,,,,,,,
933,1995,325.00,2.00,55.00,0.00,10.00,50.00,70.00,70.00,80.00,70.00,80.00,0.00,10.00,50.00,70.00,70.00,90.00,80.00,70.00,0.00,10.00,50.00,60.00,80.00,90.00,70.00,70.00,0.00,10.00,50.00,60.00,70.00,90.00,90.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1992,100.00,,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,3.00,2.00,1.00,1.00,,2.00,,2.00,105.00,746.00,125.00,823.00,316.00,22.00,763.00,6.00,,,2.00,4.00,,5.00,,
934,1993,200.00,2.00,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.00,4.00,4.00,2.00,1.00,0.00,,3.00,3.00,3.00,105.00,746.00,125.00,375.00,318.00,22.00,833.00,318.00,54.00,746.00,2.00,3.00,4.00,6.00,,
934,1994,200.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,4.00,60.00,30.00,0.00,,80.00,100.00,90.00,105.00,746.00,129.00,,,22.00,,,,,,,,,,
934,1995,100.00,2.00,55.00,0.00,10.00,50.00,50.00,60.00,90.00,90.00,90.00,0.00,10.00,40.00,50.00,60.00,70.00,70.00,90.00,0.00,10.00,20.00,50.00,60.00,90.00,90.00,90.00,0.00,20.00,70.00,80.00,80.00,90.00,90.00,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1992,100.00,,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,4.00,2.00,1.00,1.00,,3.00,,2.00,129.00,125.00,746.00,,,22.00,74.00,763.00,26.00,,2.00,4.00,,5.00,,
935,1993,100.00,2.00,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,5.00,2.00,1.00,1.00,3.00,3.00,3.00,3.00,129.00,746.00,318.00,,,22.00,74.00,318.00,833.00,746.00,2.00,3.00,4.00,5.00,,
935,1994,50.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,5.00,80.00,10.00,10.00,100.00,90.00,100.00,80.00,129.00,809.00,746.00,318.00,,22.00,,,,,,,,,,
935,1995,100.00,1.00,142.00,0.00,10.00,50.00,70.00,80.00,90.00,80.00,50.00,0.00,10.00,50.00,60.00,70.00,90.00,80.00,60.00,0.00,10.00,50.00,60.00,80.00,80.00,90.00,50.00,0.00,10.00,50.00,60.00,70.00,90.00,80.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1992,110.00,,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,3.00,4.00,3.00,1.00,1.00,,3.00,,2.00,129.00,125.00,746.00,94.00,823.00,22.00,74.00,6.00,,,2.00,4.00,,5.00,,
936,1993,100.00,2.00,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,5.00,3.00,1.00,1.00,3.00,3.00,3.00,3.00,129.00,746.00,318.00,833.00,12.00,22.00,318.00,833.00,54.00,,2.00,3.00,4.00,5.00,,
936,1994,200.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,4.00,4.00,90.00,40.00,30.00,50.00,90.00,100.00,90.00,129.00,318.00,125.00,746.00,12.00,22.00,,,,,,,,,,
936,1995,100.00,1.00,142.00,0.00,10.00,50.00,60.00,70.00,90.00,90.00,30.00,0.00,10.00,60.00,80.00,80.00,90.00,80.00,40.00,0.00,10.00,60.00,50.00,70.00,90.00,90.00,40.00,0.00,10.00,50.00,60.00,80.00,90.00,80.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1992,300.00,,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,3.00,4.00,3.00,1.00,1.00,,2.00,,3.00,129.00,125.00,746.00,318.00,,22.00,74.00,763.00,,,2.00,4.00,,5.00,,
937,1993,320.00,2.00,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00,4.00,5.00,3.00,1.00,1.00,3.00,3.00,3.00,3.00,129.00,746.00,125.00,318.00,,22.00,74.00,318.00,833.00,,2.00,4.00,,6.00,,
937,1994,400.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,4.00,80.00,20.00,20.00,100.00,80.00,100.00,90.00,746.00,129.00,318.00,125.00,,22.00,,,,,,,,,,
937,1995,325.00,1.00,142.00,0.00,20.00,70.00,70.00,70.00,80.00,80.00,70.00,0.00,10.00,50.00,70.00,70.00,90.00,80.00,80.00,0.00,20.00,70.00,80.00,80.00,90.00,80.00,80.00,0.00,10.00,70.00,80.00,90.00,90.00,90.00,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1992,100.00,,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,3.00,3.00,3.00,3.00,2.00,,2.00,,1.00,318.00,833.00,375.00,701.00,,26.00,,,,,2.00,4.00,,5.00,,
938,1993,100.00,2.00,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,4.00,4.00,3.00,3.00,1.00,3.00,3.00,3.00,2.00,833.00,318.00,375.00,746.00,,318.00,22.00,833.00,77.00,34.00,2.00,4.00,,5.00,,
938,1994,100.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,2.00,90.00,100.00,40.00,100.00,20.00,100.00,50.00,318.00,375.00,833.00,,,22.00,,,,,,,,,,
938,1995,100.00,1.00,123.00,0.00,10.00,70.00,70.00,50.00,70.00,50.00,30.00,0.00,20.00,80.00,80.00,80.00,70.00,60.00,20.00,0.00,10.00,70.00,70.00,60.00,70.00,60.00,20.00,0.00,30.00,80.00,80.00,80.00,80.00,60.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1992,100.00,,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,3.00,3.00,3.00,3.00,2.00,,2.00,,1.00,318.00,833.00,375.00,701.00,,26.00,,,,,2.00,4.00,,3.00,,
939,1993,100.00,2.00,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,5.00,2.00,3.00,1.00,3.00,3.00,3.00,3.00,833.00,318.00,701.00,375.00,746.00,318.00,22.00,833.00,26.00,,2.00,4.00,7.00,5.00,,
939,1994,100.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,1.00,90.00,100.00,40.00,100.00,80.00,100.00,10.00,318.00,261.00,,,,34.00,,,,,,,,,,
939,1995,100.00,1.00,123.00,0.00,10.00,50.00,50.00,90.00,60.00,60.00,50.00,0.00,10.00,80.00,70.00,90.00,80.00,70.00,30.00,0.00,10.00,50.00,60.00,70.00,80.00,80.00,30.00,0.00,10.00,40.00,60.00,70.00,70.00,70.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1992,110.00,,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,3.00,4.00,2.00,3.00,3.00,,3.00,,1.00,318.00,833.00,375.00,701.00,,26.00,,,,,2.00,4.00,,5.00,,
940,1993,100.00,2.00,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,5.00,2.00,3.00,1.00,3.00,3.00,3.00,2.00,833.00,746.00,375.00,318.00,701.00,318.00,22.00,375.00,26.00,,2.00,3.00,4.00,6.00,,
940,1994,100.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,5.00,1.00,20.00,100.00,70.00,100.00,100.00,100.00,70.00,318.00,375.00,,,,,,,,,,,,,,
940,1995,100.00,1.00,123.00,0.00,10.00,50.00,60.00,90.00,70.00,60.00,20.00,0.00,10.00,50.00,60.00,80.00,80.00,50.00,20.00,0.00,10.00,60.00,60.00,80.00,90.00,80.00,60.00,0.00,10.00,50.00,60.00,70.00,70.00,50.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,
941,1992,20.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,2.00,3.00,1.00,3.00,1.00,,2.00,,3.00,746.00,371.00,375.00,544.00,,22.00,746.00,55.00,49.00,12.00,2.00,3.00,10.00,5.00,,
941,1993,100.00,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,4.00,3.00,1.00,3.00,1.00,3.00,3.00,3.00,3.00,316.00,944.00,544.00,701.00,12.00,22.00,51.00,6.00,762.00,,,,,1.00,,
941,1994,100.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,5.00,1.00,70.00,90.00,0.00,0.00,40.00,90.00,90.00,746.00,544.00,318.00,,,22.00,,,,,,,,,,
941,1995,100.00,3.00,2.00,0.00,0.00,30.00,70.00,80.00,80.00,80.00,80.00,0.00,40.00,80.00,80.00,40.00,50.00,50.00,80.00,0.00,10.00,70.00,80.00,70.00,50.00,40.00,80.00,0.00,30.00,70.00,80.00,80.00,60.00,40.00,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1992,100.00,,338.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,4.00,3.00,3.00,3.00,1.00,,2.00,,3.00,318.00,746.00,951.00,544.00,,318.00,970.00,,,,2.00,4.00,,6.00,,
942,1993,150.00,3.00,338.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,1.00,2.00,3.00,2.00,3.00,1.00,3.00,3.00,318.00,544.00,743.00,,,34.00,26.00,,,,4.00,,,3.00,,
942,1994,200.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,4.00,3.00,90.00,100.00,0.00,0.00,10.00,100.00,80.00,318.00,746.00,,,,22.00,,,,,,,,,,
942,1995,100.00,3.00,338.00,0.00,50.00,80.00,80.00,40.00,30.00,60.00,30.00,0.00,50.00,80.00,40.00,20.00,30.00,60.00,40.00,0.00,40.00,80.00,80.00,60.00,20.00,70.00,40.00,0.00,20.00,70.00,80.00,30.00,40.00,70.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,
943,1992,320.00,,338.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,3.00,2.00,3.00,1.00,,2.00,,3.00,318.00,746.00,371.00,261.00,375.00,22.00,261.00,833.00,,,2.00,4.00,,6.00,,
943,1993,300.00,3.00,338.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,3.00,1.00,3.00,3.00,1.00,3.00,1.00,3.00,3.00,318.00,375.00,371.00,261.00,746.00,22.00,,,,,4.00,,,3.00,,
943,1994,200.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,3.00,1.00,90.00,90.00,20.00,20.00,20.00,90.00,80.00,318.00,261.00,375.00,746.00,701.00,22.00,,,,,,,,,,
943,1995,150.00,3.00,338.00,0.00,20.00,80.00,50.00,20.00,30.00,60.00,80.00,0.00,30.00,80.00,70.00,20.00,40.00,30.00,70.00,0.00,40.00,80.00,70.00,20.00,20.00,30.00,80.00,0.00,30.00,80.00,70.00,50.00,40.00,30.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1992,100.00,,338.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,4.00,2.00,3.00,3.00,1.00,,2.00,,2.00,318.00,375.00,,,,22.00,318.00,970.00,763.00,,2.00,4.00,,6.00,,
944,1993,100.00,3.00,338.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,1.00,2.00,3.00,2.00,3.00,1.00,3.00,3.00,318.00,951.00,746.00,375.00,,26.00,,,,,2.00,4.00,,6.00,,
